file,manual_id
20210224T080000+0100_Short-term_Makokou__t00344s__conf0.62.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00347s__conf0.74.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00348s__conf0.59.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00354s__conf0.67.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00361s__conf0.77.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00362s__conf0.56.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00363s__conf0.85.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00366s__conf0.77.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00367s__conf0.67.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00368s__conf0.66.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00369s__conf0.73.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00370s__conf0.73.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00371s__conf0.76.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00373s__conf0.67.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00376s__conf0.63.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00381s__conf0.65.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00389s__conf0.75.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00390s__conf0.80.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00391s__conf0.88.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00393s__conf0.67.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00395s__conf0.78.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00412s__conf0.71.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00414s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00416s__conf0.51.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00418s__conf0.63.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00422s__conf0.54.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00423s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00432s__conf0.56.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00443s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00444s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00447s__conf0.85.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00488s__conf0.64.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00508s__conf0.67.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00509s__conf0.71.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00510s__conf0.92.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00511s__conf0.80.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00523s__conf0.89.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00524s__conf0.64.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00531s__conf0.93.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00532s__conf0.55.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00532s__conf0.96.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00620s__conf0.65.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00828s__conf0.73.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00838s__conf0.87.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00839s__conf0.90.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00851s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00902s__conf0.61.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00903s__conf0.82.wav,Noise
20210224T080000+0100_Short-term_Makokou__t00952s__conf0.60.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01018s__conf0.78.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01019s__conf0.84.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01052s__conf0.56.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01071s__conf0.72.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01072s__conf0.80.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01073s__conf0.65.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01074s__conf0.95.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01075s__conf0.80.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01076s__conf0.81.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01077s__conf0.59.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01077s__conf0.92.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01078s__conf0.52.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01081s__conf0.68.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01092s__conf0.70.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01093s__conf0.51.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01098s__conf0.60.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01099s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01104s__conf0.64.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01105s__conf0.74.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01142s__conf0.63.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01148s__conf0.53.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01162s__conf0.65.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01164s__conf0.52.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01165s__conf0.82.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01181s__conf0.69.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01182s__conf0.55.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01224s__conf0.53.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01225s__conf0.82.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01227s__conf0.52.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01230s__conf0.63.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01249s__conf0.68.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01250s__conf0.71.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01251s__conf0.65.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01331s__conf0.89.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01332s__conf0.78.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01333s__conf0.81.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01413s__conf0.83.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01414s__conf0.72.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01466s__conf0.49.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01471s__conf0.66.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01472s__conf0.75.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01474s__conf0.79.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01480s__conf0.65.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01481s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01484s__conf0.67.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01485s__conf0.65.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01505s__conf0.61.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01507s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01532s__conf0.50.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01537s__conf0.51.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01553s__conf0.69.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01561s__conf0.83.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01563s__conf0.58.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01573s__conf0.59.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01734s__conf0.88.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01735s__conf0.75.wav,Noise
20210224T080000+0100_Short-term_Makokou__t01786s__conf0.75.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00019s__conf0.79.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00020s__conf0.64.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00026s__conf0.56.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00072s__conf0.77.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00083s__conf0.63.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00084s__conf0.72.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00087s__conf0.60.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00088s__conf0.49.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00088s__conf0.82.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00110s__conf0.67.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00126s__conf0.69.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00126s__conf0.84.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00127s__conf0.90.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00129s__conf0.62.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00274s__conf0.51.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00304s__conf0.62.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00358s__conf0.96.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00398s__conf0.74.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00531s__conf0.67.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00552s__conf0.62.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00553s__conf0.63.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00554s__conf0.57.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00554s__conf0.86.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00555s__conf0.82.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00608s__conf0.57.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00609s__conf0.68.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00613s__conf0.69.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00806s__conf0.74.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00872s__conf0.67.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00914s__conf0.50.wav,Noise
20210224T083000+0100_Short-term_Makokou__t00983s__conf0.50.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01107s__conf0.61.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01108s__conf0.86.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01230s__conf0.68.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01276s__conf0.55.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01277s__conf0.66.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01310s__conf0.55.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01311s__conf0.67.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01358s__conf0.87.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01359s__conf0.55.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01366s__conf0.91.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01367s__conf0.89.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01437s__conf0.52.wav,Noise
20210224T083000+0100_Short-term_Makokou__t01491s__conf0.54.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00024s__conf0.62.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00025s__conf0.79.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00026s__conf0.87.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00082s__conf0.52.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00134s__conf0.69.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00135s__conf0.59.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00142s__conf0.54.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00200s__conf0.51.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00201s__conf0.62.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00202s__conf0.67.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00208s__conf0.72.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00413s__conf0.58.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00440s__conf0.65.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00441s__conf0.82.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00476s__conf0.80.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00477s__conf0.85.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00495s__conf0.53.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00515s__conf0.52.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00646s__conf0.77.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00751s__conf0.56.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00761s__conf0.80.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00763s__conf0.64.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00764s__conf0.55.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00773s__conf0.72.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00774s__conf0.81.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00797s__conf0.62.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00798s__conf0.70.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00909s__conf0.67.wav,Noise
20210224T090000+0100_Short-term_Makokou__t00957s__conf0.64.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01241s__conf0.52.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01401s__conf0.57.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01402s__conf0.80.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01549s__conf0.59.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01550s__conf0.85.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01551s__conf0.90.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01609s__conf0.57.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01609s__conf0.80.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01612s__conf0.80.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01613s__conf0.87.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01619s__conf0.53.wav,Noise
20210224T090000+0100_Short-term_Makokou__t01709s__conf0.62.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00016s__conf0.56.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00148s__conf0.53.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00157s__conf0.60.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00158s__conf0.75.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00207s__conf0.53.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00208s__conf0.90.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00209s__conf0.61.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00270s__conf0.74.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00466s__conf0.55.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00467s__conf0.73.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00611s__conf0.51.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00723s__conf0.58.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00846s__conf0.52.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00858s__conf0.60.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00859s__conf0.80.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00873s__conf0.65.wav,C pogonias
20210224T093000+0100_Short-term_Makokou__t00874s__conf0.92.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00875s__conf0.56.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00889s__conf0.70.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00891s__conf0.69.wav,Noise
20210224T093000+0100_Short-term_Makokou__t00892s__conf0.64.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01084s__conf0.56.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01085s__conf0.55.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01182s__conf0.53.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01185s__conf0.60.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01328s__conf0.78.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01329s__conf0.51.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01329s__conf0.97.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01377s__conf0.66.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01395s__conf0.57.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01403s__conf0.60.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01405s__conf0.67.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01409s__conf0.73.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01410s__conf0.66.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01431s__conf0.59.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01436s__conf0.61.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01437s__conf0.50.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01440s__conf0.58.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01442s__conf0.92.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01443s__conf0.82.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01454s__conf0.59.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01530s__conf0.53.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01577s__conf0.77.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01578s__conf0.56.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01626s__conf0.50.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01627s__conf0.51.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01721s__conf0.59.wav,Noise
20210224T093000+0100_Short-term_Makokou__t01771s__conf0.88.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00148s__conf0.62.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00151s__conf0.52.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00217s__conf0.49.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00441s__conf0.58.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00444s__conf0.50.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00444s__conf0.93.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00562s__conf0.52.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00586s__conf0.66.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00589s__conf0.55.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00590s__conf0.54.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00675s__conf0.69.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00676s__conf0.60.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00760s__conf0.52.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00832s__conf0.82.wav,Noise
20210224T100000+0100_Short-term_Makokou__t00833s__conf0.88.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01108s__conf0.81.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01109s__conf0.83.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01207s__conf0.58.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01214s__conf0.67.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01239s__conf0.52.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01241s__conf0.79.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01242s__conf0.65.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01263s__conf0.54.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01284s__conf0.57.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01306s__conf0.58.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01338s__conf0.63.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01395s__conf0.84.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01418s__conf0.58.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01419s__conf0.61.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01504s__conf0.61.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01581s__conf0.51.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01646s__conf0.53.wav,Noise
20210224T100000+0100_Short-term_Makokou__t01752s__conf0.72.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00144s__conf0.54.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00203s__conf0.52.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00204s__conf0.52.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00209s__conf0.56.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00210s__conf0.55.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00272s__conf0.81.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00273s__conf0.68.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00296s__conf0.54.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00604s__conf0.63.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00605s__conf0.71.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00606s__conf0.68.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00634s__conf0.72.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00660s__conf0.50.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00674s__conf0.50.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00675s__conf0.81.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00676s__conf0.74.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00676s__conf0.91.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00678s__conf0.74.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00679s__conf0.82.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00680s__conf0.66.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00681s__conf0.75.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00742s__conf0.81.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00784s__conf0.53.wav,Noise
20210224T103000+0100_Short-term_Makokou__t00852s__conf0.58.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01050s__conf0.75.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01074s__conf0.62.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01074s__conf0.95.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01075s__conf0.87.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01081s__conf0.80.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01082s__conf0.51.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01082s__conf0.94.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01083s__conf0.88.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01083s__conf0.97.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01084s__conf0.50.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01084s__conf0.79.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01127s__conf0.53.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01133s__conf0.51.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01163s__conf0.57.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01168s__conf0.58.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01193s__conf0.73.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01194s__conf0.54.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01259s__conf0.83.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01260s__conf0.74.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01286s__conf0.65.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01287s__conf0.67.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01287s__conf0.95.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01288s__conf0.53.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01392s__conf0.58.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01393s__conf0.91.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01394s__conf0.55.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01394s__conf0.94.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01395s__conf0.90.wav,Noise
20210224T103000+0100_Short-term_Makokou__t01396s__conf0.78.wav,Noise
20210225T053000+0100_Short-term_Makokou__t00996s__conf0.46.wav,Noise
20210225T053000+0100_Short-term_Makokou__t01429s__conf0.53.wav,Noise
20210225T053000+0100_Short-term_Makokou__t01430s__conf0.77.wav,Noise
20210225T053000+0100_Short-term_Makokou__t01430s__conf0.91.wav,Noise
20210225T060000+0100_Short-term_Makokou__t00080s__conf0.60.wav,Noise
20210225T060000+0100_Short-term_Makokou__t00220s__conf0.69.wav,Noise
20210225T060000+0100_Short-term_Makokou__t01578s__conf0.50.wav,Noise
20210225T060000+0100_Short-term_Makokou__t01584s__conf0.53.wav,Noise
20210225T060000+0100_Short-term_Makokou__t01585s__conf0.76.wav,Noise
20210225T063000+0100_Short-term_Makokou__t00704s__conf0.57.wav,Noise
20210225T063000+0100_Short-term_Makokou__t00976s__conf0.53.wav,Noise
20210225T063000+0100_Short-term_Makokou__t01773s__conf0.71.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00056s__conf0.86.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00057s__conf0.89.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00184s__conf0.55.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00187s__conf0.53.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00187s__conf0.88.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00189s__conf0.53.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00263s__conf0.72.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00453s__conf0.88.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00609s__conf0.67.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00678s__conf0.67.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00903s__conf0.94.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00904s__conf0.93.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00906s__conf0.92.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00907s__conf0.57.wav,Noise
20210225T070000+0100_Short-term_Makokou__t00907s__conf0.95.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01027s__conf0.58.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01028s__conf0.67.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01095s__conf0.50.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01096s__conf0.58.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01098s__conf0.68.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01099s__conf0.66.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01100s__conf0.78.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01103s__conf0.64.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01104s__conf0.71.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01105s__conf0.59.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01113s__conf0.52.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01116s__conf0.68.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01210s__conf0.58.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01211s__conf0.79.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01212s__conf0.51.wav,Noise
20210225T070000+0100_Short-term_Makokou__t01274s__conf0.51.wav,Noise
